id,face_detected_ratio,gaze_ratio_mean,gaze_deviation_mean,gaze_stability_std,smile_score_mean,smile_score_std,frown_score_mean,frown_score_std,eye_openness_mean,eye_openness_std,jaw_open_mean,jaw_open_std,brow_raise_mean,brow_raise_std,mouth_frown_mean,mouth_frown_std,emotion_happy_mean,emotion_sad_mean,emotion_angry_mean,emotion_surprise_mean,emotion_fear_mean,emotion_disgust_mean,emotion_neutral_mean
0041,1.0,0.559155297071324,0.06032317215949989,0.02291787288558276,0.0022353792668222605,0.004447318236635089,0.0411117673569987,0.024086045834143338,0.7673664513628843,0.2179661790728186,0.01963598396612851,0.04383026724412382,0.17658025520138962,0.07683069536096113,0.00019137868870064604,0.00026442983138822356,0.0022226237821459907,0.00648292417742363,0.02243710099245294,0.07806831453704353,0.006112911071538694,0.017889225017227808,0.8667869004221673
0042,1.0,0.5257472041116812,0.030980337310891858,0.02316370118800882,0.060710916997921034,0.11435444611988942,0.00038073154437593895,0.0013182638395173407,0.8109788188680274,0.20908852641898842,0.03237786322219496,0.05637898271045821,0.6201368352917375,0.13230487467071742,0.00562226182410086,0.020522590225791202,0.05253538737354512,0.3151842270412774,0.0031921506795266753,0.2486571866853022,0.22601984435141054,0.030714010613508803,0.12369719325542927
0043,1.0,0.5548269172751039,0.05912999160316971,0.02810430131228407,0.3050628958728516,0.2702144059494675,0.035799584007347174,0.07042148456525281,0.7976484072349239,0.20759066288593375,0.04300318589425509,0.06826468244182447,0.2919620213626952,0.23971354872666506,5.308488786889628e-05,0.0001419702557020893,0.27808912306439193,0.0990286078323846,0.018964584810955587,0.1242263339531663,0.07385446429071459,0.09384126609849387,0.31199561994989317
0044,1.0,0.552096280131914,0.05209628013191397,0.010336057422344903,0.03429353616343178,0.0469893993273633,0.021407446120520035,0.030638074533445324,0.8932279619766632,0.09020288356172071,0.06597446707110066,0.07867006243922345,0.12274051184067503,0.0843741858174295,0.0015060257413779254,0.0021322345180905464,0.033168175043526704,0.06679477245843372,0.013487368442959925,0.07173644677750418,0.05126314311555689,0.009818130346324127,0.7537319638156944
0045,1.0,0.5468580945641515,0.046858094564151416,0.007668390085140088,0.000404692455276745,0.0007079189360714829,0.16351675242185593,0.05144125518163935,0.9228448309780409,0.04285414028924989,0.02185670250522283,0.043173841153330686,0.020009831894033898,0.006211301952371304,5.585072345108225e-05,0.0001107791118485599,0.00039387248045230253,0.0035512545236353315,0.08575699069052317,0.01947544222251357,0.008248636227595323,0.03325173862801633,0.849322065227264
0046,1.0,0.549020669394569,0.04902066939456892,0.00768355825362895,0.01197524599137978,0.01456510308989421,0.031350902281701565,0.004468333611220056,0.948561750818044,0.014847067022809482,0.0020517545490292832,0.0013658804148265603,0.10697753541171551,0.014367350658161833,0.00632387734049189,0.007723465731626799,0.01197162747912905,0.014808048740087544,0.03562574260627542,0.04796946250280598,0.016831929077306997,0.0063624001770747896,0.8664307894173202
0047,1.0,0.5585235061466449,0.05852350614664485,0.010427539349381166,0.13210753801355396,0.1961678495816679,0.0006174247650051256,0.0007668282565981742,0.8790791300707497,0.10690780923390161,0.16977959407959134,0.09723128810632067,0.6066981300711631,0.09698375614830038,0.001779163287068286,0.0043792403247621585,0.10954418776658496,0.21949208571213594,0.041672448804226644,0.2917502796309779,0.17175684439813804,0.0019265351602416208,0.1638576185276949
0048,1.0,0.5597578953515072,0.059757895351507204,0.010489275825295042,0.10407395207970266,0.14428981950835115,0.0007119915997677975,0.000690374748477337,0.9228431145414052,0.14188553718050007,0.02433871481266311,0.0401960546232496,0.43408574821317897,0.096103114121225,4.4013665026742435e-05,9.629310593264714e-05,0.09998916221088502,0.20773405918161839,0.01027199281032757,0.18878552985097788,0.16143430567615707,0.015042529547164703,0.3167424207228693
0049,1.0,0.5481529935511124,0.051463609287282226,0.029758069368664795,0.04237968001355815,0.07677661126480416,0.0398205730270069,0.021103881555922403,0.7361697700973122,0.24230859823941145,0.014317528717816832,0.02620607440514737,0.09354150674950618,0.03445122324080054,2.780525422142779e-05,6.253998961873137e-05,0.04225931444548216,0.03442730954694585,0.03032407581742757,0.043578208145845565,0.025121582996293093,0.015680948612169947,0.8086085604358358
0050,1.0,0.521161377995505,0.022266886179875704,0.012528265658565399,0.08266641518539822,0.14308530388687188,0.015637170372289032,0.008165364529216297,0.8080028786431425,0.1364400248091553,0.11406632626928442,0.1275404753264007,0.09679469974854818,0.03153991975181869,0.0059935305164869465,0.007157164315231017,0.07631243975641935,0.07056344061636012,0.009530496491072427,0.07506490617880235,0.05181893837686333,0.025339535801335317,0.691370242779147
