id,face_detected_ratio,gaze_ratio_mean,gaze_deviation_mean,gaze_stability_std,smile_score_mean,smile_score_std,frown_score_mean,frown_score_std,eye_openness_mean,eye_openness_std,jaw_open_mean,jaw_open_std,brow_raise_mean,brow_raise_std,mouth_frown_mean,mouth_frown_std,emotion_happy_mean,emotion_sad_mean,emotion_angry_mean,emotion_surprise_mean,emotion_fear_mean,emotion_disgust_mean,emotion_neutral_mean,face_width_mean,face_height_mean,face_area_mean,face_center_x_mean,face_center_y_mean,EAR_mean,EAR_std,head_motion_std,pitch_mean,pitch_std,yaw_mean,yaw_std,roll_mean,roll_std
11,1.0,0.5173282248671479,0.0227978657630784,0.0173720107800859,0.0515189902540948,0.0919147830963951,4.547554145913592e-06,3.0411205638324976e-06,0.8877834163484026,0.1405959313597338,0.3108439523665631,0.1528492067414416,0.9493397645285871,0.0241329406648574,0.0026161646740139,0.005529451907997,0.0326272734446641,0.3158494630864965,0.0019583764775677,0.3885509808630902,0.2551503834241215,0.0058635227040598,0.0,118.01208871309876,166.12807297315754,19621.040205866288,317.79176305552,209.09588028172976,0.4356368351416473,0.0937942982353262,4.930242719340425,-11.388091313273968,2.2879063235347084,2.810393740410948,2.233982444843093,5.934112112510674,3.414010449546183
12,1.0,0.5397209641033945,0.0397209641033944,0.0054414748114455,0.0074842625114494,0.0066071116165052,0.0007366102854575,0.0003304384732972,0.9619465763033884,0.0353125608981074,0.0706063745181179,0.1069855012160508,0.330089027269019,0.0456226010887265,0.0004540375852633,0.000381245549729,0.0074347397049029,0.2184792923283466,0.0241066344998805,0.1600648239946976,0.1727142957322131,0.0002721858032554,0.4169280279367037,209.4525178273519,242.45598634084067,50784.1831711939,354.99570687611896,239.25388097763064,0.4249594501092052,0.0310923613156004,3.6243390361021888,7.761513176163037,2.3182785073600125,-5.471664750955223,0.4629242563945277,2.855157115047453,0.9077645116930604
13,1.0,0.5483204387931416,0.0487657246351803,0.0189222270745415,0.0060772375679941,0.0262019940151324,0.0137232371887269,0.0136130529679622,0.8378576098320385,0.1440277138555502,0.0166368488098669,0.057598698090512,0.2452600479125976,0.1205894986865106,0.0078271492727556,0.0105065025891291,0.006060837806909,0.0671395500157086,0.0076511429299573,0.106641491197588,0.0516500056777052,0.0259158563472013,0.7349411160249303,145.84110323588052,166.6946816444397,24312.251125219154,327.8173303604126,315.2806804180145,0.326112388260325,0.0754690737914237,6.741104523619497,-13.723264464975752,3.494907616243234,-0.4068462477353195,2.898127858844549,2.732271363961449,4.8674990651431145
14,1.0,0.5286298551469187,0.0286298551469188,0.003807024737454,7.439485125360079e-05,2.5900527397069467e-05,0.0324746973346918,0.0229774999718456,0.9322110386565328,0.0560372679323565,0.008746047814687,0.0037156385346888,0.1350395688787102,0.0703502602279113,0.0004380779428174,0.0005141879156933,7.422833143744868e-05,0.0095229356331401,0.0170406117069755,0.0603929719538427,0.0124726533568415,0.0065263543639484,0.893970244653814,122.3239262898763,143.1281280517578,17508.083213069767,325.6484540303548,287.3637294769287,0.4356736783289985,0.0426731449219388,1.0966776280436212,8.34895405801118,0.8240203364576413,3.822937925661037,2.381445480504682,-2.554348260774093,0.4430965073765373
15,1.0,0.5453921407233875,0.0453921407233874,0.0108515312978941,0.3128807210159721,0.2139694093367785,0.1073189648823245,0.0503850245890534,0.7826180568081327,0.1277759034458486,0.0001392557443296,0.0001587312206555,0.0965173501172103,0.1458572880156885,0.0277470421751786,0.0470733227080621,0.3128703373710158,0.0512014041571546,0.0690990314349617,0.0411877382690704,0.0388310785710928,0.0833952980974872,0.4034151120992171,164.22817587852478,135.14691442251203,22223.758368461014,336.4020138978958,271.1706854403019,0.2226964596532343,0.0551679762057748,10.188429611002054,-0.223449261475054,8.716610478890981,-5.920590860662472,3.3445734670073266,6.306718247552539,4.259724818457591
16,1.0,0.567877243404415,0.0680553225020849,0.0199727069835656,0.0108010352466734,0.0346251274620993,0.0199612513769918,0.0328325122846591,0.9037696196047484,0.1324431537904447,0.0965799654939405,0.0993137753166599,0.2801865499361224,0.1137065248780132,0.0027918141901675,0.0034889460333496,0.0106446113756014,0.0487826737634127,0.0130059315959269,0.1440033931495184,0.041551468733787,0.0045096529614723,0.7375022684202809,137.63751407839217,164.33122131059756,22623.62504284677,332.50961555624906,372.2796594871665,0.386853892143198,0.0904838570106413,4.504086700245979,13.37104194961622,2.395518182292085,4.946448173937221,1.7455543957747877,-1.8721745518532469,1.1618011993531108
17,1.0,0.57165344817466,0.07165344817466,0.0088971168269071,0.0060102608043019,0.0141576742788844,0.1709874980151653,0.0639364024774751,0.880750754641162,0.0290708924895434,0.1437656889686843,0.1271695769752544,0.0154243819846737,0.007790901715854,3.268466923179437e-05,2.9741213355023785e-05,0.0058333488532275,0.0082606018289374,0.0902518308831365,0.0510511237744207,0.0056046251286278,0.034562077242836,0.8044363922888138,190.32623573585792,230.57387351989743,43905.21453768378,283.9839525575991,242.95901245541043,0.349988612840846,0.0216872190883747,11.955996999808862,6.844924597253777,1.7779577038864345,-4.794643760145869,1.582155396693059,2.113985157981686,1.4840804761520725
18,1.0,0.5470594761358428,0.0470594761358427,0.012693029471803,0.0873391587390667,0.1915658794100418,0.0203589547632469,0.0122548868514668,0.9521579732083612,0.0348352766851347,0.0055291200211892,0.0092042009165159,0.1733674600513445,0.0425300591947972,0.0012035060083993,0.0031469607713386,0.087259657694736,0.0211302621873882,0.0272259677302811,0.0765227153903753,0.0251342628434132,0.0052890401057462,0.7574380940480598,156.42625914679633,195.12646516164145,30566.47606239903,334.8675203323364,259.86727317174274,0.4298482924783751,0.0336197953650923,10.71503806801287,-2.344612587179133,4.251496824874669,-0.8267373353812527,2.0982896481190254,1.3029886523850198,1.510177362760454
19,1.0,0.5309441023275528,0.0359162512003937,0.0216645828029166,0.0117613854263254,0.0263550997924881,0.0002108507260969,0.0001421846108981,0.9339036215233671,0.1290617472165315,0.2059269742081489,0.1481355807881736,0.6263605724362766,0.1057582646112351,0.0005732849290325,0.0012493866279984,0.0110263875936509,0.2122745894223959,0.0136535982112357,0.3244950012832696,0.1547043863151683,0.0018320590784212,0.2820139780958581,95.1583615471335,108.44527525060316,10320.800179855658,386.58591812732175,323.1463488410501,0.4132695874474128,0.1063434227757709,3.289009127969754,0.8098194306992545,3.426357652545476,1.450663645099327,5.783684131968109,0.3297359721396092,3.233630307973964
20,1.0,0.537928536429996,0.0391785141626039,0.0144828513384539,0.0490606244173851,0.1329980510309079,0.0078733811860404,0.0058517711254904,0.9014248854780036,0.1156158264483074,0.0721472156209139,0.1031379828539304,0.2695222455742104,0.1354454147151709,0.0035041979225362,0.0103325376431105,0.0482039306051712,0.0602547898323791,0.0079779618830901,0.1328784854017223,0.0454810576948018,0.0048043170515742,0.700399457531261,96.09329496111188,115.50067254475184,11131.757481647128,328.2482351575579,347.1505619798388,0.385231094589033,0.0819373912045066,4.459103223954495,4.275434489048678,4.108221639567278,-5.011779062697509,2.3875082576803943,-0.3589268059270393,1.2731367404903091
